"State","Month","Year","Dayweek","Time","Crash_Type","Bus_Involvement","Heavy_Rigid_Truck_Involvement","Articulated_Truck_Involvement","Speed_Limit","Road_User","Gender","Age","National_Remoteness_Areas_2021","SA4_Name_2021","National_LGA_Name_2021","National_Road_Type","Christmas_Period","Easter_Period","Crash_ID"
"VIC","7","2025","Monday","09:24:00","Multiple","No","No","No","80","Driver","Female","72","Major Cities of Australia","Melbourne - Inner East","Manningham","Arterial Road","No","No","5285755376413807742"
"VIC","10","2018","Sunday","10:45:00","Multiple","No","No","No","100","Driver","Male","75","Outer Regional Australia","North West","Gannawarra","National or State Highway","No","No","2150138807779244019"
"WA","8","2020","Sunday","11:20:00","Single","No","No","No","110","Motorcycle rider","Male","51","Outer Regional Australia","Western Australia - Wheat Belt","Wagin","Arterial Road","No","No","4202014354"
"VIC","3","2015","Tuesday","20:33:00","Single","No","No","No","70","Pedestrian","Male","88","Major Cities of Australia","Melbourne - Inner South","Glen Eira","National or State Highway","No","No","2201503170052"
"NSW","11","2015","Thursday","07:35:00","Single","No","No","No","100","Driver","Male","19","Inner Regional Australia","Capital Region","Queanbeyan-Palerang Regional","Sub-arterial Road","No","No","120151083540"
"QLD","11","2025","Sunday","22:00:00","Single","No","No","No","100","Motorcycle rider","Female","41","Major Cities of Australia","Ipswich","Brisbane","National or State Highway","No","No","1938753174613762750"
"QLD","10","2019","Sunday","11:00:00","Single","No","No","No","80","Driver","Male","48","Inner Regional Australia","Sunshine Coast","Sunshine Coast","Collector Road","No","No","320191945254"
"NSW","3","2015","Wednesday","14:00:00","Multiple","No","No","Yes","60","Driver","Female","47","Major Cities of Australia","Sydney - Parramatta","Parramatta","Arterial Road","No","No","120151060351"
"SA","4","2017","Wednesday","03:00:00","Single","No","No","No","100","Driver","Male","25","Inner Regional Australia","Adelaide - Central and Hills","Adelaide Hills","Arterial Road","No","No","520171700040219"
"SA","4","2019","Saturday","11:05:00","Single","No","No","No","50","Driver","Female","92","Major Cities of Australia","Adelaide - Central and Hills","Adelaide","Local Road","No","No","520191900082512"
"NSW","4","2018","Thursday","15:40:00","Single","No","No","No","100","Pedestrian","Male","82","Major Cities of Australia","Illawarra","Wollongong","National or State Highway","No","No","120181168117"
"SA","10","2024","Thursday","16:30:00","Single","No","No","No","80","Motorcycle rider","Male","19","Major Cities of Australia","Adelaide - West","Port Adelaide Enfield","National or State Highway","No","No","5314072180501870567"
"SA","1","2023","Monday","02:30:00","Single","No","No","No","50","Driver","Female","50","Major Cities of Australia","Adelaide - Central and Hills","Campbelltown (SA)","Local Road","Yes","No","8035013035838275092"
"QLD","7","2020","Tuesday","17:00:00","Single","No","No","No","60","Driver","Male","59","Inner Regional Australia","Gold Coast","Gold Coast","Local Road","No","No","320201585439"
"WA","11","2021","Wednesday","17:15:00","Single","No","No","No","50","Pedestrian","Male","3","Major Cities of Australia","Perth - North East","Swan","Local Road","No","No","4202114783"
"QLD","7","2022","Tuesday","13:00:00","Single","No","No","No","70","Driver","Female","29","Major Cities of Australia","Sunshine Coast","Sunshine Coast","Local Road","No","No","480242738806214913"
"NSW","2","2015","Saturday","14:15:00","Multiple","No","No","No","80","Driver","Male","67","Inner Regional Australia","Sydney - Outer South West","Wollondilly","Arterial Road","No","No","120151058064"
"QLD","7","2024","Tuesday","09:00:00","Multiple","No","No","No","60","Motorcycle rider","Male","26","Inner Regional Australia","Toowoomba","Toowoomba","Collector Road","No","No","121390819375068992"
"VIC","8","2023","Thursday","15:32:00","Multiple","No","No","No","80","Driver","Male","49","Inner Regional Australia","Melbourne - Outer East","Yarra Ranges","National or State Highway","No","No","4428377446261939015"
"QLD","3","2024","Wednesday","05:00:00","Single","No","No","No","50","Pedestrian","Male","73","Major Cities of Australia","Brisbane - North","Brisbane","Local Road","No","No","9061485210619549384"
"QLD","6","2023","Friday","03:00:00","Single","No","No","No","40","Unknown","Male","60","Major Cities of Australia","Brisbane Inner City","Brisbane","Local Road","No","No","6081049473306050166"
"SA","4","2021","Saturday","11:05:00","Single","No","No","No","60","Passenger","Female","84","Major Cities of Australia","Adelaide - South","Mitcham","Sub-arterial Road","No","No","520212100080130"
"VIC","1","2022","Thursday","15:20:00","Single","No","No","No","100","Driver","Male","38","Inner Regional Australia","Hume","Strathbogie","Local Road","No","No","2622919750981154041"
"NSW","8","2024","Monday","17:40:00","Multiple","No","No","No","50","Motorcycle pillion passenger","Male","20","Major Cities of Australia","Sydney - Outer West and Blue Mountains","Penrith","Local Road","No","No","2683685828826514074"
"QLD","2","2018","Saturday","07:00:00","Single","No","No","No","80","Passenger","Female","37","Very Remote Australia","Queensland - Outback","Cook","Local Road","No","No","320180310014"
"QLD","2","2025","Monday","15:00:00","Multiple","No","No","No","60","Driver","Male","57","Major Cities of Australia","Ipswich","Brisbane","Local Road","No","No","3905299291433357059"
"QLD","12","2022","Friday","17:00:00","Multiple","No","No","No","60","Driver","Female","70","Major Cities of Australia","Gold Coast","Gold Coast","Local Road","Yes","No","6325718580818733421"
"NSW","2","2024","Friday","06:15:00","Single","No","No","No","70","Pedestrian","Male","64","Major Cities of Australia","Sydney - South West","Liverpool","Collector Road","No","No","8586126189174028733"
"ACT","7","2016","Saturday","05:50:00","Single","No","No","No","100","Driver","Male","21","Inner Regional Australia","Australian Capital Territory","Unincorporated ACT","National or State Highway","No","No","8201607020005"
"WA","12","2014","Tuesday","21:53:00","Single","No","No","No","80","Driver","Male","54","Inner Regional Australia","Western Australia - Wheat Belt","Toodyay","Arterial Road","No","No","5201412020157"
"VIC","5","2019","Wednesday","01:15:00","Single","No","No","No","100","Driver","Male","42","Major Cities of Australia","Melbourne - North West","Hume","National or State Highway","No","No","4367684607009936409"
"NSW","6","2016","Friday","04:00:00","Multiple","No","Yes","No","100","Driver","Male","45","Outer Regional Australia","Central West","Cabonne","Arterial Road","No","No","120161103832"
"TAS","3","2019","Saturday","13:59:00","Multiple","No","No","No","100","Passenger","Female","75","Outer Regional Australia","Launceston and North East","Launceston","National or State Highway","No","No","620192196"
"SA","4","2022","Wednesday","19:22:00","Single","No","No","No","110","Driver","Male","79","Remote Australia","South Australia - South East","Kangaroo Island","Sub-arterial Road","No","No","520222200087764"
"NSW","10","2018","Friday","09:25:00","Multiple","No","No","No","100","Motorcycle rider","Male","62","Inner Regional Australia","Coffs Harbour - Grafton","Clarence Valley","National or State Highway","No","No","120181182985"
"WA","1","2016","Saturday","02:15:00","Single","No","No","No","100","Driver","Female","22","Inner Regional Australia","Perth - South East","Serpentine-Jarrahdale","Local Road","No","No","5201601090005"
"NSW","9","2019","Friday","23:30:00","Multiple","No","No","No","70","Passenger","Female","25","Major Cities of Australia","Sydney - Parramatta","Parramatta","Arterial Road","No","No","120191212720"
"WA","10","2021","Tuesday","17:05:00","Single","No","No","No","110","Passenger","Male","14","Inner Regional Australia","Bunbury","Donnybrook-Balingup","Local Road","No","No","4202114778"
"NSW","4","2015","Wednesday","16:45:00","Multiple","No","No","No","100","Driver","Male","61","Inner Regional Australia","Riverina","Junee","Arterial Road","No","No","120151062355"
"NSW","6","2018","Saturday","10:50:00","Multiple","No","No","No","100","Pedal cyclist","Male","72","Outer Regional Australia","Capital Region","Bega Valley","Arterial Road","No","No","120181174557"
"QLD","5","2025","Monday","17:00:00","Multiple","No","No","No","100","Passenger","Female","18","Outer Regional Australia","Wide Bay","North Burnett","National or State Highway","No","No","507004478361571211"
"NSW","6","2023","Wednesday","14:53:00","Single","No","No","No","50","Pedestrian","Female","88","Inner Regional Australia","Southern Highlands and Shoalhaven","Shoalhaven","Local Road","No","No","248235358686283616"
"QLD","6","2017","Tuesday","23:00:00","Single","No","No","No","60","Driver","Female","31","Major Cities of Australia","Moreton Bay - South","Moreton Bay","Local Road","No","No","320171119297"
"SA","9","2018","Saturday","12:45:00","Multiple","No","No","No","110","Driver","Male","76","Outer Regional Australia","Barossa - Yorke - Mid North","Port Pirie","National or State Highway","No","No","520181800111836"
"QLD","5","2023","Thursday","12:00:00","Multiple","No","No","No","110","Motorcycle rider","Male","51","Major Cities of Australia","Gold Coast","Gold Coast","National or State Highway","No","No","8420025748303289399"
"NSW","9","2023","Wednesday","23:10:00","Multiple","No","No","Yes","70","Motorcycle rider","Male","51","Major Cities of Australia","Sydney - Inner South West","Canterbury-Bankstown","Arterial Road","No","No","4870406399272538491"
"WA","3","2025","Sunday","10:30:00","Single","No","No","No","70","Unknown","Male","41","Major Cities of Australia","Perth - North West","Wanneroo","National or State Highway","No","No","979503916227202395"
"QLD","1","2019","Saturday","20:00:00","Multiple","No","No","No","70","Motorcycle rider","Male","23","Major Cities of Australia","Moreton Bay - North","Moreton Bay","Sub-arterial Road","No","No","320190034668"
"WA","1","2019","Saturday","07:26:00","Single","No","No","No","50","Passenger","Female","83","Major Cities of Australia","Perth - South East","Armadale","Arterial Road","No","No","4201913846"
"VIC","7","2020","Friday","21:46:00","Single","No","No","No","100","Passenger","Male","36","Inner Regional Australia","Bendigo","Mount Alexander","Arterial Road","No","No","8825952565870739836"
"NSW","7","2023","Saturday","02:05:00","Single","No","No","No","50","Motorcycle rider","Male","29","Outer Regional Australia","New England and North West","Moree Plains","Local Road","No","No","7457422241737398143"
"SA","4","2017","Wednesday","18:40:00","Multiple","No","No","No","110","Driver","Male","58","Outer Regional Australia","Barossa - Yorke - Mid North","Goyder","National or State Highway","No","No","520171700045776"
"NSW","1","2017","Monday","14:28:00","Multiple","No","No","No","100","Driver","Male","34","Inner Regional Australia","Hunter Valley exc Newcastle","Muswellbrook","National or State Highway","No","No","120171126359"
"ACT","1","2015","Thursday","07:45:00","Single","No","No","No","60","Pedal cyclist","Male","49","Major Cities of Australia","Australian Capital Territory","Unincorporated ACT","Collector Road","No","No","8201501290001"
"VIC","1","2023","Monday","08:10:00","Multiple","No","No","No","100","Driver","Female","31","Inner Regional Australia","Bendigo","Loddon","Arterial Road","No","No","7877930540030274811"
"QLD","5","2019","Saturday","12:00:00","Single","No","No","No","60","Motorcycle rider","Male","49","Inner Regional Australia","Gold Coast","Scenic Rim","Collector Road","No","No","320190916702"
"QLD","7","2020","Sunday","06:00:00","Single","No","No","No","80","Driver","Male","29","Remote Australia","Wide Bay","Fraser Coast","Access road","No","No","320201544540"
"QLD","6","2020","Monday","05:00:00","Single","No","No","No","60","Pedestrian","Male","93","Major Cities of Australia","Moreton Bay - North","Moreton Bay","Local Road","No","No","320201242674"
"NSW","1","2018","Monday","00:10:00","Multiple","No","No","No","60","Passenger","Female","17","Major Cities of Australia","Sydney - Inner South West","Canterbury-Bankstown","Collector Road","Yes","No","120181158000"
"QLD","4","2025","Monday","12:00:00","Multiple","No","No","No","110","Passenger","Female","22","Major Cities of Australia","Sunshine Coast","Sunshine Coast","National or State Highway","No","Yes","3219486671526488030"
"NSW","7","2021","Sunday","19:00:00","Single","No","No","No","70","Pedestrian","Male","52","Inner Regional Australia","Mid North Coast","Mid-Coast","Arterial Road","No","No","120211268407"
"QLD","8","2021","Monday","20:00:00","Single","No","No","No","70","Driver","Male","69","Major Cities of Australia","Gold Coast","Gold Coast","Sub-arterial Road","No","No","320211515260"
"VIC","1","2023","Tuesday","07:50:00","Multiple","No","No","No","80","Driver","Male","48","Major Cities of Australia","Melbourne - Outer East","Yarra Ranges","Collector Road","No","No","4474857074179061530"
"SA","1","2020","Thursday","11:45:00","Single","No","No","No","60","Passenger","Male","80","Major Cities of Australia","Adelaide - North","Salisbury","Arterial Road","No","No","520202000020216"
"NSW","7","2017","Tuesday","10:55:00","Single","No","No","No","60","Driver","Male","87","Major Cities of Australia","Sydney - Blacktown","Blacktown","Collector Road","No","No","120171143472"
"VIC","1","2023","Friday","04:55:00","Multiple","No","No","No","100","Pedal cyclist","Male","68","Major Cities of Australia","Melbourne - South East","Greater Dandenong","National or State Highway","No","No","1408712375690068439"
"QLD","1","2021","Thursday","11:00:00","Single","No","No","No","100","Driver","Male","51","Inner Regional Australia","Wide Bay","Bundaberg","National or State Highway","No","No","320210130473"
"NT","10","2017","Thursday","17:33:00","Single","No","No","No","80","Driver","Male","18","Outer Regional Australia","Darwin","Litchfield","Local Road","No","No","72017151116"
"NSW","2","2021","Sunday","09:44:00","Single","No","No","No","60","Pedal cyclist","Male","59","Inner Regional Australia","Central Coast","Central Coast (NSW)","National or State Highway","No","No","120211254857"
"WA","4","2014","Sunday","20:11:00","Multiple","No","No","No","100","Driver","Male","26","Inner Regional Australia","Bunbury","Augusta Margaret River","National or State Highway","No","Yes","5201404200048"
"NSW","9","2020","Saturday","12:30:00","Multiple","No","No","No","100","Passenger","Female","4","Outer Regional Australia","New England and North West","Walcha","Sub-arterial Road","No","No","120201241938"
"VIC","11","2021","Friday","06:40:00","Single","No","No","Yes","110","Driver","Male","37","Inner Regional Australia","Hume","Mitchell","National or State Highway","No","No","7798407255727224329"
"NSW","6","2017","Sunday","18:45:00","Single","No","No","No","100","Driver","Male","42","Outer Regional Australia","New England and North West","Tamworth Regional","National or State Highway","No","No","120171138649"
"NSW","10","2025","Thursday","05:40:00","Multiple","No","No","No","70","Motorcycle rider","Male","24","Major Cities of Australia","Sydney - Inner South West","Canterbury-Bankstown","Local Road","No","No","6734751811770443546"
"NSW","12","2017","Tuesday","17:00:00","Single","No","No","No","110","Driver","Female","25","Inner Regional Australia","Mid North Coast","Mid-Coast","National or State Highway","Yes","No","120171157357"
"VIC","2","2019","Wednesday","16:05:00","Multiple","No","No","Yes","100","Driver","Female","27","Inner Regional Australia","Latrobe - Gippsland","South Gippsland","Sub-arterial Road","No","No","7207447193840266637"
"NT","1","2025","Wednesday","07:21:00","Multiple","No","No","No","100","Driver","Male","36","Very Remote Australia","Northern Territory - Outback","East Arnhem","Sub-arterial Road","No","No","6311587291061417181"
"NSW","5","2016","Sunday","16:00:00","Multiple","No","No","No","50","Driver","Male","62","Major Cities of Australia","Sydney - Blacktown","Blacktown","Local Road","No","No","120161103826"
"QLD","5","2022","Thursday","15:00:00","Multiple","No","No","No","60","Motorcycle rider","Male","37","Major Cities of Australia","Ipswich","Brisbane","Collector Road","No","No","350655617898355802"
"QLD","5","2021","Monday","15:00:00","Multiple","No","No","No","50","Motorcycle rider","Male","48","Major Cities of Australia","Logan - Beaudesert","Logan","Local Road","No","No","320210951892"
"NSW","1","2022","Friday","22:15:00","Single","No","No","No","60","Driver","Male","28","Major Cities of Australia","Sydney - Outer South West","Campbelltown (NSW)","Local Road","No","No","120221280507"
"WA","4","2026","Monday","18:42:00","Multiple","Yes","No","No","60","Pedal cyclist","Male","50","Major Cities of Australia","Perth - North East","Mundaring","Arterial Road","No","No","1190031436221951001"
"NSW","3","2017","Wednesday","07:30:00","Single","No","No","No","100","Passenger","Male","43","Inner Regional Australia","Mid North Coast","Mid-Coast","Sub-arterial Road","No","No","120171130394"
"VIC","3","2019","Tuesday","18:30:00","Single","No","No","No","100","Motorcycle rider","Male","42","Outer Regional Australia","North West","West Wimmera","Arterial Road","No","No","8840888091730576555"
"QLD","6","2017","Friday","00:00:00","Single","No","No","No","60","Passenger","Male","48","Outer Regional Australia","Townsville","Townsville","Collector Road","No","No","320170956358"
"NT","12","2017","Saturday","09:12:00","Single","No","No","No","60","Passenger","Female","59","Remote Australia","Northern Territory - Outback","Alice Springs","Local Road","No","No","72017151702"
"QLD","9","2020","Sunday","06:00:00","Multiple","No","No","Yes","100","Driver","Male","18","Outer Regional Australia","Cairns","Cassowary Coast","Sub-arterial Road","No","No","320202020576"
"NSW","6","2021","Saturday","12:23:00","Multiple","No","No","No","100","Driver","Female","19","Inner Regional Australia","Riverina","Wagga Wagga","National or State Highway","No","No","120211265347"
"QLD","11","2025","Sunday","19:00:00","Single","No","No","No","100","Driver","Female","38","Outer Regional Australia","Darling Downs - Maranoa","Southern Downs","Local Road","No","No","8141652763483124848"
"WA","10","2023","Friday","07:22:00","Single","No","No","No","110","Driver","Female","68","Inner Regional Australia","Mandurah","Murray","National or State Highway","No","No","8720363641009969201"
"SA","3","2024","Tuesday","07:54:00","Multiple","No","No","No","110","Driver","Male","19","Outer Regional Australia","Barossa - Yorke - Mid North","Mount Remarkable","Arterial Road","No","No","4603295417447444910"
"VIC","6","2025","Friday","18:47:00","Single","No","No","No","80","Pedestrian","Male","51","Major Cities of Australia","Melbourne - South East","Casey","Arterial Road","No","No","3096346464223985387"
"NSW","5","2019","Wednesday","13:55:00","Single","No","No","No","100","Passenger","Male","41","Inner Regional Australia","Central West","Oberon","Arterial Road","No","No","120191201558"
"NSW","5","2019","Wednesday","14:19:00","Single","No","No","No","100","Passenger","Male","20","Outer Regional Australia","Central West","Forbes","Sub-arterial Road","No","No","120191200279"
"VIC","3","2019","Monday","16:35:00","Multiple","No","No","No","100","Driver","Male","65","Outer Regional Australia","North West","Northern Grampians","National or State Highway","No","No","6049609197955936957"
"NT","9","2023","Friday","16:53:00","Multiple","No","No","Yes","130","Driver","Male","34","Remote Australia","Northern Territory - Outback","Victoria Daly","National or State Highway","No","No","5960485739176667467"
"VIC","12","2023","Monday","23:18:00","Single","No","No","No","80","Driver","Male","26","Major Cities of Australia","Melbourne - West","Wyndham","Local Road","No","No","8204293144503502431"
"WA","2","2026","Friday","08:25:00","Multiple","No","No","No","70","Pedestrian","Male","13","Major Cities of Australia","Perth - South West","Rockingham","Local Road","No","No","2995918489026214632"
"QLD","9","2020","Sunday","00:00:00","Single","No","No","No","60","Driver","Male","25","Inner Regional Australia","Wide Bay","Bundaberg","Local Road","No","No","320201874999"
"NSW","6","2019","Thursday","17:30:00","Single","No","No","No","60","Pedestrian","Male","88","Major Cities of Australia","Newcastle and Lake Macquarie","Newcastle","National or State Highway","No","No","120191205068"
"WA","4","2024","Thursday","08:49:00","Multiple","No","No","No","60","Motorcycle rider","Male","47","Major Cities of Australia","Perth - South East","South Perth","National or State Highway","No","No","5089494786171601693"
"NSW","6","2022","Wednesday","12:10:00","Multiple","No","Yes","No","100","Driver","Female","22","Outer Regional Australia","New England and North West","Walcha","Local Road","No","No","120221292257"
"NSW","8","2016","Friday","22:40:00","Single","No","No","No","100","Driver","Male","22","Outer Regional Australia","New England and North West","Inverell","National or State Highway","No","No","120161109382"
"NSW","11","2024","Wednesday","22:08:00","Multiple","No","No","Yes","110","Passenger","Male","37","Major Cities of Australia","Sydney - Outer South West","Campbelltown (NSW)","National or State Highway","No","No","2741881411991723243"
"NT","10","2015","Saturday","07:00:00","Single","No","No","No","110","Passenger","Male","24","Very Remote Australia","Northern Territory - Outback","Roper Gulf","Sub-arterial Road","No","No","72015147840"
"NSW","2","2016","Sunday","14:40:00","Multiple","No","No","No","100","Driver","Male","75","Inner Regional Australia","Illawarra","Wollondilly","Arterial Road","No","No","120161091878"
"NSW","1","2021","Sunday","08:49:00","Multiple","No","No","No","60","Motorcycle rider","Male","29","Major Cities of Australia","Sydney - Ryde","Parramatta","Arterial Road","No","No","120211251917"
"NSW","11","2024","Saturday","17:20:00","Multiple","No","No","No","100","Driver","Female","76","Inner Regional Australia","Hunter Valley exc Newcastle","Muswellbrook","Arterial Road","No","No","7187285072620602038"
"VIC","5","2024","Friday","18:10:00","Multiple","No","No","No","70","Motorcycle rider","Male","50","Inner Regional Australia","Ballarat","Ballarat","Local Road","No","No","3736420548986377139"
"NSW","8","2023","Thursday","05:45:00","Single","No","No","No","100","Driver","Male","25","Inner Regional Australia","Capital Region","Eurobodalla","National or State Highway","No","No","5851776235037053885"
"NSW","4","2023","Saturday","10:00:00","Single","No","No","No","60","Driver","Male","17","Major Cities of Australia","Sydney - Parramatta","Cumberland","Collector Road","No","No","5387924609120997806"
"QLD","10","2022","Thursday","20:00:00","Single","No","No","No","50","Motorcycle rider","Male","29","Inner Regional Australia","Mackay - Isaac - Whitsunday","Mackay","Access road","No","No","4936968326034652320"
"NSW","8","2018","Thursday","18:15:00","Single","No","No","No","50","Pedal cyclist","Male","64","Major Cities of Australia","Sydney - Parramatta","Parramatta","Local Road","No","No","120181207799"
"VIC","5","2023","Sunday","07:15:00","Single","No","No","No","50","Driver","Male","42","Major Cities of Australia","Melbourne - North East","Whittlesea","Collector Road","No","No","3711377007027628712"
"QLD","6","2024","Sunday","21:00:00","Multiple","No","No","No","80","Driver","Male","45","Major Cities of Australia","Logan - Beaudesert","Logan","Local Road","No","No","26543918761921265"
"SA","10","2024","Sunday","14:42:00","Multiple","No","No","No","110","Passenger","Male","5","Outer Regional Australia","South Australia - South East","Wattle Range","National or State Highway","No","No","703179031666434264"
"QLD","7","2020","Thursday","11:00:00","Single","No","No","No","50","Driver","Male","83","Inner Regional Australia","Wide Bay","Bundaberg","Local Road","No","No","320201420145"
"NSW","11","2021","Sunday","12:20:00","Single","No","No","No","40","Pedestrian","Female","68","Major Cities of Australia","Sydney - City and Inner South","Sydney","Collector Road","No","No","120211277827"
"WA","6","2016","Wednesday","05:40:00","Single","No","No","No","50","Driver","Female","25","Major Cities of Australia","Perth - North West","Joondalup","Local Road","No","No","5201606010068"
"VIC","2","2019","Friday","19:47:00","Multiple","No","No","No","80","Driver","Male","85","Outer Regional Australia","North West","Mildura","Local Road","No","No","6782882082473393856"
"WA","7","2021","Wednesday","05:14:00","Single","No","No","No","50","Passenger","Male","52","Very Remote Australia","Western Australia - Outback (South)","Coolgardie","Local Road","No","No","4202114665"
"VIC","3","2015","Wednesday","13:00:00","Multiple","No","No","No","50","Motorcycle rider","Male","22","Major Cities of Australia","Melbourne - Inner South","Kingston (Vic.)","Local Road","No","No","2201503250054"
"SA","5","2021","Sunday","18:25:00","Single","No","No","No","80","Pedestrian","Male","20","Outer Regional Australia","South Australia - Outback","Port Augusta","National or State Highway","No","No","520212100118955"
"VIC","5","2017","Monday","18:15:00","Multiple","No","No","No","100","Motorcycle rider","Male","62","Inner Regional Australia","Ballarat","Moorabool","Arterial Road","No","No","2283774515378998311"
"VIC","11","2018","Friday","21:48:00","Multiple","No","No","Yes","100","Driver","Female","37","Inner Regional Australia","Hume","Wangaratta","National or State Highway","No","No","6190208947481438233"
"QLD","11","2017","Monday","10:00:00","Multiple","No","No","Yes","100","Driver","Female","44","Outer Regional Australia","Cairns","Cassowary Coast","National or State Highway","No","No","320172040697"
"QLD","11","2020","Monday","11:00:00","Multiple","No","No","No","100","Motorcycle rider","Male","28","Inner Regional Australia","Wide Bay","Bundaberg","Local Road","No","No","320202263305"
"NSW","1","2020","Wednesday","10:50:00","Multiple","No","No","No","50","Driver","Male","80","Major Cities of Australia","Sydney - Parramatta","Cumberland","Local Road","No","No","120201222633"
"VIC","6","2023","Friday","15:06:00","Single","No","No","No","60","Pedestrian","Male","65","Inner Regional Australia","Hume","Mitchell","National or State Highway","No","No","7122730528286647271"
"WA","5","2014","Monday","06:47:00","Single","No","No","No","60","Pedestrian","Male","20","Major Cities of Australia","Perth - North East","Swan","Arterial Road","No","No","5201405260058"
"TAS","2","2023","Tuesday","22:45:00","Multiple","No","No","No","110","Driver","Male","47","Outer Regional Australia","Launceston and North East","Meander Valley","National or State Highway","No","No","904987641538575744"
"VIC","9","2018","Tuesday","13:12:00","Multiple","No","No","No","80","Driver","Male","75","Major Cities of Australia","Melbourne - South East","Monash","Arterial Road","No","No","5484314365644007504"
"NSW","6","2017","Saturday","20:50:00","Single","No","No","No","100","Passenger","Male","23","Inner Regional Australia","Coffs Harbour - Grafton","Coffs Harbour","Arterial Road","No","No","120171137918"
"NSW","1","2026","Saturday","19:25:00","Multiple","No","No","No","90","Driver","Female","76","Inner Regional Australia","Hunter Valley exc Newcastle","Port Stephens","Arterial Road","No","No","4270214298498606838"
"SA","3","2026","Friday","16:22:00","Single","No","No","No","50","Driver","Male","40","Major Cities of Australia","Adelaide - West","Charles Sturt","Local Road","No","No","85422523140273396"
"NSW","1","2021","Monday","13:20:00","Single","No","No","No","80","Driver","Male","73","Inner Regional Australia","Mid North Coast","Port Macquarie-Hastings","National or State Highway","No","No","120211251230"
"NSW","1","2016","Saturday","00:49:00","Single","No","No","No","50","Driver","Male","37","Major Cities of Australia","Sydney - Northern Beaches","Northern Beaches","Local Road","No","No","120161090629"
"WA","8","2017","Thursday","16:40:00","Multiple","Yes","No","No","60","Pedal cyclist","Male","57","Major Cities of Australia","Perth - South West","Melville","Arterial Road","No","No","5201708240091"
"VIC","12","2021","Wednesday","18:32:00","Single","No","No","No","60","Driver","Male","15","Major Cities of Australia","Melbourne - North West","Hume","Collector Road","No","No","1781460651514800913"
"QLD","1","2021","Tuesday","17:00:00","Multiple","No","No","No","70","Pedestrian","Female","31","Major Cities of Australia","Brisbane - East","Redland","Sub-arterial Road","No","No","320210166171"
"TAS","4","2016","Thursday","15:14:00","Multiple","No","No","Yes","100","Driver","Female","36","Outer Regional Australia","West and North West","Latrobe (Tas.)","Arterial Road","No","No","6201604210013"
"TAS","2","2020","Saturday","01:10:00","Single","No","No","No","50","Pedestrian","Male","26","Outer Regional Australia","South East","Huon Valley","Sub-arterial Road","No","No","620202232"
"WA","6","2015","Monday","02:34:00","Single","No","Yes","No","110","Driver","Male","19","Inner Regional Australia","Bunbury","Harvey","National or State Highway","No","No","5201506080063"
"VIC","5","2017","Thursday","07:00:00","Multiple","No","No","No","60","Pedal cyclist","Male","51","Major Cities of Australia","Melbourne - Inner","Port Phillip","Arterial Road","No","No","858869141575879836"
"QLD","12","2022","Thursday","12:00:00","Single","No","No","No","50","Pedestrian","Male","78","Major Cities of Australia","Ipswich","Brisbane","Collector Road","No","No","8259163350005263842"
"SA","6","2017","Friday","17:45:00","Multiple","No","No","Yes","40","Pedestrian","Male","44","Major Cities of Australia","Adelaide - Central and Hills","Burnside","Collector Road","No","No","520171700066656"
"NSW","10","2025","Friday","05:35:00","Single","No","No","No","50","Motorcycle rider","Male","49","Inner Regional Australia","Southern Highlands and Shoalhaven","Shoalhaven","Collector Road","No","No","8037123517722444820"
"NSW","11","2024","Tuesday","12:00:00","Multiple","No","No","No","100","Pedestrian","Female","21","Outer Regional Australia","Mid North Coast","Mid-Coast","Sub-arterial Road","No","No","7441223880816050698"
"QLD","9","2018","Saturday","11:00:00","Single","No","No","No","100","Motorcycle rider","Male","56","Very Remote Australia","Queensland - Outback","Etheridge","Sub-arterial Road","No","No","320181621819"
"NT","11","2023","Friday","23:20:00","Multiple","No","No","No","100","Pedestrian","Male","66","Outer Regional Australia","Darwin","Palmerston","National or State Highway","No","No","6837298991723848013"
"TAS","8","2020","Saturday","14:30:00","Multiple","No","No","No","100","Driver","Male","82","Outer Regional Australia","Launceston and North East","West Tamar","Collector Road","No","No","620202245"
"VIC","8","2015","Monday","17:30:00","Multiple","No","No","No","100","Driver","Female","19","Major Cities of Australia","Mornington Peninsula","Mornington Peninsula","National or State Highway","No","No","2201508310156"
"VIC","11","2023","Saturday","14:18:00","Single","No","No","No","100","Driver","Male","55","Outer Regional Australia","Bendigo","Loddon","Access road","No","No","4677400349453513603"
"WA","7","2023","Sunday","12:24:00","Single","No","No","No","110","Driver","Male","58","Inner Regional Australia","Perth - North East","Mundaring","National or State Highway","No","No","872345716843177349"
"WA","2","2026","Monday","23:19:00","Single","No","No","No","100","Passenger","Female","44","Major Cities of Australia","Perth - South West","Rockingham","National or State Highway","No","No","1931875140391745403"
"QLD","9","2023","Saturday","20:00:00","Single","No","No","No","100","Driver","Male","19","Inner Regional Australia","Wide Bay","Gympie","Sub-arterial Road","No","No","3356391178283719220"
"NSW","8","2015","Friday","15:50:00","Multiple","No","No","Yes","80","Driver","Male","68","Inner Regional Australia","Mid North Coast","Port Macquarie-Hastings","National or State Highway","No","No","120151077239"
"SA","3","2019","Tuesday","19:25:00","Multiple","No","No","Yes","90","Driver","Female","45","Outer Regional Australia","South Australia - South East","Berri Barmera","National or State Highway","No","No","520191900073526"
